ULW,Material,Optik,Schale,Hoehe,Daemmung,Luefterrahmen_Variante,Lichtkuppel_Preis_EUR,Aufsatzkranz_Preis_EUR,Luefterrahmen_Preis_EUR,Zusatzkosten_EUR,Total_EUR
60,Acryl (Standard),opal (Milchglas),1-schalig,30 cm,100 mm,manuell offenbar (Spindel),114.6,315.48,235.8,52.5,718.38
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,20 mm,keine,114.6,318.3,,,432.90
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),114.6,318.3,0,0,432.90
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,20 mm,manuell offenbar (Spindel),114.6,318.3,235.8,52.5,721.20
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,40 mm,keine,114.6,438.78,,,553.38
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),114.6,438.78,0,0,553.38
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,40 mm,manuell offenbar (Spindel),114.6,438.78,235.8,52.5,841.68
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,50 mm,keine,114.6,442.14,,,556.74
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),114.6,442.14,0,0,556.74
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,50 mm,manuell offenbar (Spindel),114.6,442.14,235.8,52.5,845.04
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,60 mm,keine,114.6,445.98,,,560.58
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),114.6,445.98,0,0,560.58
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,60 mm,manuell offenbar (Spindel),114.6,445.98,235.8,52.5,848.88
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,80 mm,keine,114.6,450.3,,,564.90
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),114.6,450.3,0,0,564.90
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,80 mm,manuell offenbar (Spindel),114.6,450.3,235.8,52.5,853.20
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,100 mm,keine,114.6,458.94,,,573.54
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),114.6,458.94,0,0,573.54
60,Acryl (Standard),opal (Milchglas),1-schalig,50 cm,100 mm,manuell offenbar (Spindel),114.6,458.94,235.8,52.5,861.84
60,Acryl (Standard),opal (Milchglas),2-schalig,15 cm,20 mm,keine,186.3,164.7,,,351.00
60,Acryl (Standard),opal (Milchglas),2-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),186.3,164.7,0,0,351.00
60,Acryl (Standard),opal (Milchglas),2-schalig,15 cm,20 mm,manuell offenbar (Spindel),186.3,164.7,235.8,52.5,639.30
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,20 mm,keine,186.3,216.6,,,402.90
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),186.3,216.6,0,0,402.90
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,20 mm,manuell offenbar (Spindel),186.3,216.6,235.8,52.5,691.20
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,40 mm,keine,186.3,300.36,,,486.66
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),186.3,300.36,0,0,486.66
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,40 mm,manuell offenbar (Spindel),186.3,300.36,235.8,52.5,774.96
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,50 mm,keine,186.3,303.24,,,489.54
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),186.3,303.24,0,0,489.54
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,50 mm,manuell offenbar (Spindel),186.3,303.24,235.8,52.5,777.84
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,60 mm,keine,186.3,306.84,,,493.14
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),186.3,306.84,0,0,493.14
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,60 mm,manuell offenbar (Spindel),186.3,306.84,235.8,52.5,781.44
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,80 mm,keine,186.3,310.2,,,496.50
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),186.3,310.2,0,0,496.50
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,80 mm,manuell offenbar (Spindel),186.3,310.2,235.8,52.5,784.80
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,100 mm,keine,186.3,315.48,,,501.78
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),186.3,315.48,0,0,501.78
60,Acryl (Standard),opal (Milchglas),2-schalig,30 cm,100 mm,manuell offenbar (Spindel),186.3,315.48,235.8,52.5,790.08
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,keine,186.3,318.3,,,504.60
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),186.3,318.3,0,0,504.60
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,20 mm,manuell offenbar (Spindel),186.3,318.3,235.8,52.5,792.90
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,keine,186.3,438.78,,,625.08
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),186.3,438.78,0,0,625.08
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,40 mm,manuell offenbar (Spindel),186.3,438.78,235.8,52.5,913.38
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,keine,186.3,442.14,,,628.44
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),186.3,442.14,0,0,628.44
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,50 mm,manuell offenbar (Spindel),186.3,442.14,235.8,52.5,916.74
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,keine,186.3,445.98,,,632.28
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),186.3,445.98,0,0,632.28
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,60 mm,manuell offenbar (Spindel),186.3,445.98,235.8,52.5,920.58
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,keine,186.3,450.3,,,636.60
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),186.3,450.3,0,0,636.60
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,80 mm,manuell offenbar (Spindel),186.3,450.3,235.8,52.5,924.90
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,keine,186.3,458.94,,,645.24
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),186.3,458.94,0,0,645.24
60,Acryl (Standard),opal (Milchglas),2-schalig,50 cm,100 mm,manuell offenbar (Spindel),186.3,458.94,235.8,52.5,933.54
60,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,keine,252.6,164.7,,,417.30
60,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),252.6,164.7,0,0,417.30
60,Acryl (Standard),opal (Milchglas),3-schalig,15 cm,20 mm,manuell offenbar (Spindel),252.6,164.7,235.8,52.5,705.60
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,keine,252.6,216.6,,,469.20
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),252.6,216.6,0,0,469.20
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,20 mm,manuell offenbar (Spindel),252.6,216.6,235.8,52.5,757.50
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,keine,252.6,300.36,,,552.96
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),252.6,300.36,0,0,552.96
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,40 mm,manuell offenbar (Spindel),252.6,300.36,235.8,52.5,841.26
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,keine,252.6,303.24,,,555.84
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),252.6,303.24,0,0,555.84
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,50 mm,manuell offenbar (Spindel),252.6,303.24,235.8,52.5,844.14
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,keine,252.6,306.84,,,559.44
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),252.6,306.84,0,0,559.44
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,60 mm,manuell offenbar (Spindel),252.6,306.84,235.8,52.5,847.74
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,keine,252.6,310.2,,,562.80
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),252.6,310.2,0,0,562.80
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,80 mm,manuell offenbar (Spindel),252.6,310.2,235.8,52.5,851.10
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,keine,252.6,315.48,,,568.08
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),252.6,315.48,0,0,568.08
60,Acryl (Standard),opal (Milchglas),3-schalig,30 cm,100 mm,manuell offenbar (Spindel),252.6,315.48,235.8,52.5,856.38
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,keine,252.6,318.3,,,570.90
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),252.6,318.3,0,0,570.90
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,20 mm,manuell offenbar (Spindel),252.6,318.3,235.8,52.5,859.20
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,keine,252.6,438.78,,,691.38
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),252.6,438.78,0,0,691.38
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,40 mm,manuell offenbar (Spindel),252.6,438.78,235.8,52.5,979.68
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,50 mm,keine,252.6,442.14,,,694.74
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),252.6,442.14,0,0,694.74
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,50 mm,manuell offenbar (Spindel),252.6,442.14,235.8,52.5,983.04
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,60 mm,keine,252.6,445.98,,,698.58
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),252.6,445.98,0,0,698.58
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,60 mm,manuell offenbar (Spindel),252.6,445.98,235.8,52.5,986.88
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,80 mm,keine,252.6,450.3,,,702.90
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),252.6,450.3,0,0,702.90
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,80 mm,manuell offenbar (Spindel),252.6,450.3,235.8,52.5,991.20
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,100 mm,keine,252.6,458.94,,,711.54
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),252.6,458.94,0,0,711.54
60,Acryl (Standard),opal (Milchglas),3-schalig,50 cm,100 mm,manuell offenbar (Spindel),252.6,458.94,235.8,52.5,999.84
60,Acryl (Standard),opal (Milchglas),4-schalig,15 cm,20 mm,keine,320.1,164.7,,,484.80
60,Acryl (Standard),opal (Milchglas),4-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),320.1,164.7,0,0,484.80
60,Acryl (Standard),opal (Milchglas),4-schalig,15 cm,20 mm,manuell offenbar (Spindel),320.1,164.7,235.8,52.5,773.10
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,20 mm,keine,320.1,216.6,,,536.70
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),320.1,216.6,0,0,536.70
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,20 mm,manuell offenbar (Spindel),320.1,216.6,235.8,52.5,825.00
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,40 mm,keine,320.1,300.36,,,620.46
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),320.1,300.36,0,0,620.46
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,40 mm,manuell offenbar (Spindel),320.1,300.36,235.8,52.5,908.76
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,50 mm,keine,320.1,303.24,,,623.34
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),320.1,303.24,0,0,623.34
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,50 mm,manuell offenbar (Spindel),320.1,303.24,235.8,52.5,911.64
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,60 mm,keine,320.1,306.84,,,626.94
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),320.1,306.84,0,0,626.94
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,60 mm,manuell offenbar (Spindel),320.1,306.84,235.8,52.5,915.24
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,80 mm,keine,320.1,310.2,,,630.30
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),320.1,310.2,0,0,630.30
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,80 mm,manuell offenbar (Spindel),320.1,310.2,235.8,52.5,918.60
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,100 mm,keine,320.1,315.48,,,635.58
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),320.1,315.48,0,0,635.58
60,Acryl (Standard),opal (Milchglas),4-schalig,30 cm,100 mm,manuell offenbar (Spindel),320.1,315.48,235.8,52.5,923.88
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,20 mm,keine,320.1,318.3,,,638.40
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),320.1,318.3,0,0,638.40
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,20 mm,manuell offenbar (Spindel),320.1,318.3,235.8,52.5,926.70
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,40 mm,keine,320.1,438.78,,,758.88
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),320.1,438.78,0,0,758.88
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,40 mm,manuell offenbar (Spindel),320.1,438.78,235.8,52.5,1047.18
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,50 mm,keine,320.1,442.14,,,762.24
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),320.1,442.14,0,0,762.24
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,50 mm,manuell offenbar (Spindel),320.1,442.14,235.8,52.5,1050.54
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,60 mm,keine,320.1,445.98,,,766.08
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),320.1,445.98,0,0,766.08
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,60 mm,manuell offenbar (Spindel),320.1,445.98,235.8,52.5,1054.38
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,80 mm,keine,320.1,450.3,,,770.40
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),320.1,450.3,0,0,770.40
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,80 mm,manuell offenbar (Spindel),320.1,450.3,235.8,52.5,1058.70
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,100 mm,keine,320.1,458.94,,,779.04
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),320.1,458.94,0,0,779.04
60,Acryl (Standard),opal (Milchglas),4-schalig,50 cm,100 mm,manuell offenbar (Spindel),320.1,458.94,235.8,52.5,1067.34
60,Acryl (Standard),opal (Milchglas),5-schalig,15 cm,20 mm,keine,387.6,164.7,,,552.30
60,Acryl (Standard),opal (Milchglas),5-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),387.6,164.7,0,0,552.30
60,Acryl (Standard),opal (Milchglas),5-schalig,15 cm,20 mm,manuell offenbar (Spindel),387.6,164.7,235.8,52.5,840.60
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,20 mm,keine,387.6,216.6,,,604.20
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),387.6,216.6,0,0,604.20
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,20 mm,manuell offenbar (Spindel),387.6,216.6,235.8,52.5,892.50
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,40 mm,keine,387.6,300.36,,,687.96
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),387.6,300.36,0,0,687.96
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,40 mm,manuell offenbar (Spindel),387.6,300.36,235.8,52.5,976.26
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,50 mm,keine,387.6,303.24,,,690.84
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),387.6,303.24,0,0,690.84
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,50 mm,manuell offenbar (Spindel),387.6,303.24,235.8,52.5,979.14
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,60 mm,keine,387.6,306.84,,,694.44
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),387.6,306.84,0,0,694.44
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,60 mm,manuell offenbar (Spindel),387.6,306.84,235.8,52.5,982.74
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,80 mm,keine,387.6,310.2,,,697.80
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),387.6,310.2,0,0,697.80
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,80 mm,manuell offenbar (Spindel),387.6,310.2,235.8,52.5,986.10
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,100 mm,keine,387.6,315.48,,,703.08
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),387.6,315.48,0,0,703.08
60,Acryl (Standard),opal (Milchglas),5-schalig,30 cm,100 mm,manuell offenbar (Spindel),387.6,315.48,235.8,52.5,991.38
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,20 mm,keine,387.6,318.3,,,705.90
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),387.6,318.3,0,0,705.90
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,20 mm,manuell offenbar (Spindel),387.6,318.3,235.8,52.5,994.20
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,40 mm,keine,387.6,438.78,,,826.38
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),387.6,438.78,0,0,826.38
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,40 mm,manuell offenbar (Spindel),387.6,438.78,235.8,52.5,1114.68
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,50 mm,keine,387.6,442.14,,,829.74
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),387.6,442.14,0,0,829.74
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,50 mm,manuell offenbar (Spindel),387.6,442.14,235.8,52.5,1118.04
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,60 mm,keine,387.6,445.98,,,833.58
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),387.6,445.98,0,0,833.58
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,60 mm,manuell offenbar (Spindel),387.6,445.98,235.8,52.5,1121.88
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,80 mm,keine,387.6,450.3,,,837.90
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),387.6,450.3,0,0,837.90
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,80 mm,manuell offenbar (Spindel),387.6,450.3,235.8,52.5,1126.20
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,100 mm,keine,387.6,458.94,,,846.54
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),387.6,458.94,0,0,846.54
60,Acryl (Standard),opal (Milchglas),5-schalig,50 cm,100 mm,manuell offenbar (Spindel),387.6,458.94,235.8,52.5,1134.84
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,15 cm,20 mm,keine,120.6,164.7,,,285.30
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),120.6,164.7,0,0,285.30
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,15 cm,20 mm,manuell offenbar (Spindel),120.6,164.7,235.8,52.5,573.60
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,20 mm,keine,120.6,216.6,,,337.20
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),120.6,216.6,0,0,337.20
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,20 mm,manuell offenbar (Spindel),120.6,216.6,235.8,52.5,625.50
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,40 mm,keine,120.6,300.36,,,420.96
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),120.6,300.36,0,0,420.96
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,40 mm,manuell offenbar (Spindel),120.6,300.36,235.8,52.5,709.26
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,50 mm,keine,120.6,303.24,,,423.84
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),120.6,303.24,0,0,423.84
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,50 mm,manuell offenbar (Spindel),120.6,303.24,235.8,52.5,712.14
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,60 mm,keine,120.6,306.84,,,427.44
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),120.6,306.84,0,0,427.44
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,60 mm,manuell offenbar (Spindel),120.6,306.84,235.8,52.5,715.74
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,80 mm,keine,120.6,310.2,,,430.80
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),120.6,310.2,0,0,430.80
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,80 mm,manuell offenbar (Spindel),120.6,310.2,235.8,52.5,719.10
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,100 mm,keine,120.6,315.48,,,436.08
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),120.6,315.48,0,0,436.08
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,30 cm,100 mm,manuell offenbar (Spindel),120.6,315.48,235.8,52.5,724.38
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,50 cm,20 mm,keine,120.6,318.3,,,438.90
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),120.6,318.3,0,0,438.90
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,50 cm,20 mm,manuell offenbar (Spindel),120.6,318.3,235.8,52.5,727.20
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,50 cm,40 mm,keine,120.6,438.78,,,559.38
60,Heatstop (wärmereflektierend),klar (transparent),1-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),120.6,438.78,0,0,559.38
